number oder,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,PreTest,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,Date
1974,female,group D,some college,free/reduced,none,49,65,61,< 5,sometimes,yes,4,,7/25/2022
1975,female,group A,some college,standard,none,54,63,67,10-May,NULL,yes,0,private,NULL
1976,female,group C,some college,standard,completed,64,82,77,< 5,regularly,yes,2,school_bus,7/27/2022
1977,male,group B,some college,free/reduced,completed,60,62,60,> 10,sometimes,no,4,school_bus,7/28/2022
1978,male,NULL,associate's degree,standard,none,62,65,58,> 10,sometimes,no,3,private,7/29/2022
1979,male,group D,high school,standard,completed,55,41,48,> 10,never,yes,2,school_bus,7/30/2022
1980,female,NULL,associate's degree,standard,none,91,95,94,10-May,sometimes,yes,3,NULL,7/31/2022
1981,female,NULL,high school,free/reduced,none,8,24,23,< 5,sometimes,yes,,school_bus,8/1/2022
1982,male,group D,some high school,standard,none,81,78,78,10-May,regularly,yes,1,private,8/2/2022
1983,male,group B,some high school,standard,completed,79,85,86,10-May,sometimes,no,6,school_bus,8/3/2022
1984,female,group A,some college,standard,completed,78,87,91,10-May,sometimes,no,3,,8/4/2022
1985,female,group C,some high school,standard,none,74,75,82,< 5,sometimes,no,3,school_bus,8/5/2022
1986,male,group A,high school,standard,none,57,51,54,10-May,regularly,yes,4,school_bus,8/6/2022
1987,female,group C,associate's degree,standard,none,40,59,51,10-May,sometimes,yes,3,school_bus,8/7/2022
1988,male,group E,some high school,standard,completed,NULL,75,76,> 10,never,yes,3,private,8/8/2022
1989,female,group A,some high school,free/reduced,none,44,45,45,10-May,sometimes,yes,4,school_bus,8/9/2022
1990,female,group D,some college,free/reduced,completed,67,86,83,10-May,sometimes,yes,0,private,8/10/2022
1991,male,group E,high school,free/reduced,completed,86,81,75,> 10,sometimes,yes,0,school_bus,8/11/2022
1992,female,group B,some high school,standard,completed,65,82,NULL,10-May,never,yes,3,private,8/12/2022
1993,female,group D,associate's degree,free/reduced,none,55,76,76,10-May,regularly,no,1,school_bus,8/13/2022
1994,female,group D,bachelor's degree,free/reduced,none,62,72,74,10-May,never,yes,3,school_bus,8/14/2022
1995,male,group A,high school,standard,none,63,63,62,> 10,regularly,yes,0,school_bus,8/15/2022
1996,female,group E,master's degree,standard,completed,88,99,95,10-May,sometimes,yes,1,,8/16/2022
1997,male,group C,high school,free/reduced,none,62,55,55,10-May,sometimes,yes,6,private,8/17/2022
1998,female,group C,high school,free/reduced,completed,59,71,65,10-May,never,no,2,private,8/18/2022
1999,female,group D,some college,standard,completed,68,78,77,> 10,never,yes,1,private,NULL
2000,female,group D,NULL,free/reduced,none,77,86,86,,regularly,yes,1,private,8/20/2022
2001,female,group B,bachelor's degree,standard,none,72,72,74,< 5,regularly,yes,3,school_bus,8/21/2022
2002,female,group C,some college,standard,completed,69,90,88,10-May,sometimes,yes,0,,8/22/2022
2003,female,group B,master's degree,standard,none,90,95,93,< 5,sometimes,yes,4,school_bus,8/23/2022
2004,male,group A,associate's degree,free/reduced,none,47,57,44,10-May,never,no,1,,8/24/2022
2005,male,group C,some college,standard,none,76,78,75,10-May,sometimes,yes,0,school_bus,8/25/2022
2006,female,group B,associate's degree,standard,none,71,83,78,10-May,regularly,yes,1,school_bus,8/26/2022
2007,female,group B,some college,standard,NULL,88,95,92,10-May,never,no,1,private,8/27/2022
2008,male,group B,some college,free/reduced,none,40,43,39,> 10,sometimes,NULL,1,private,8/28/2022
2009,male,group D,high school,free/reduced,completed,64,64,67,> 10,sometimes,no,3,private,8/29/2022
2010,female,group B,high school,free/reduced,none,38,60,50,< 5,regularly,yes,,private,8/30/2022
2011,male,group C,associate's degree,standard,none,58,54,52,10-May,sometimes,yes,1,private,8/31/2022
2012,male,group D,associate's degree,standard,none,40,52,43,10-May,sometimes,NULL,NULL,school_bus,9/1/2022
2013,female,group B,high school,standard,NULL,65,81,NULL,10-May,regularly,no,1,private,9/2/2022
2014,male,group A,some college,standard,completed,78,72,70,> 10,sometimes,yes,1,private,9/3/2022
2015,female,group A,master's degree,standard,none,50,NULL,58,< 5,sometimes,yes,2,private,9/4/2022
2016,female,group C,some high school,standard,none,69,75,78,,sometimes,yes,0,private,9/5/2022
2017,male,group C,high school,standard,none,88,89,NULL,10-May,sometimes,yes,0,school_bus,9/6/2022
2018,female,group B,some high school,free/reduced,none,18,32,NULL,10-May,sometimes,yes,1,school_bus,9/7/2022
2019,male,group C,master's degree,free/reduced,completed,46,42,46,10-May,sometimes,no,1,private,9/8/2022
2020,female,group C,associate's degree,free/reduced,none,54,58,61,< 5,never,yes,3,private,9/9/2022
2021,male,group D,high school,standard,none,66,69,63,10-May,sometimes,yes,NULL,school_bus,9/10/2022
2022,female,group B,some college,free/reduced,completed,65,75,70,10-May,sometimes,no,2,school_bus,9/11/2022
2023,male,group D,some college,standard,none,44,54,53,10-May,never,yes,5,,9/12/2022
2024,female,group C,some high school,standard,none,69,73,73,10-May,never,no,3,,9/13/2022
2025,male,group D,bachelor's degree,free/reduced,NULL,74,71,80,10-May,sometimes,yes,2,school_bus,9/14/2022
2026,male,group A,master's degree,free/reduced,none,73,74,72,10-May,regularly,yes,1,school_bus,9/15/2022
2027,male,group B,some college,standard,none,69,54,55,< 5,sometimes,yes,5,school_bus,9/16/2022
2028,female,group C,NULL,standard,none,67,69,75,> 10,sometimes,yes,4,school_bus,9/17/2022
2029,male,group C,high school,standard,none,70,70,65,10-May,sometimes,no,1,private,9/18/2022
2030,female,group D,master's degree,standard,none,62,70,75,< 5,sometimes,yes,0,private,9/19/2022
2031,female,group D,some college,standard,none,69,74,74,10-May,sometimes,yes,5,,9/20/2022
2032,female,group B,some college,standard,none,NULL,65,61,10-May,sometimes,yes,1,school_bus,9/21/2022
2033,NULL,group E,master's degree,free/reduced,none,56,72,NULL,10-May,sometimes,no,2,private,9/22/2022
2034,male,group D,some college,standard,none,40,NULL,NULL,,sometimes,yes,0,school_bus,9/23/2022
2035,male,group E,some college,standard,none,97,87,82,10-May,sometimes,no,,school_bus,9/24/2022
2036,male,group E,associate's degree,standard,completed,81,81,79,10-May,regularly,no,2,private,9/25/2022
2037,female,group D,associate's degree,standard,none,74,81,83,10-May,regularly,yes,1,private,9/26/2022
2038,female,group D,some high school,free/reduced,none,50,64,59,10-May,regularly,no,1,school_bus,9/27/2022
2039,female,group D,associate's degree,free/reduced,completed,75,90,88,10-May,regularly,yes,5,school_bus,9/28/2022
2040,male,group B,associate's degree,free/reduced,none,57,56,57,10-May,never,yes,0,school_bus,9/29/2022
2041,male,group C,associate's degree,free/reduced,none,55,61,54,10-May,regularly,no,1,,9/30/2022
2042,female,group C,associate's degree,standard,none,58,73,68,10-May,regularly,yes,3,school_bus,10/1/2022
2043,female,group B,associate's degree,standard,none,53,58,65,< 5,sometimes,yes,5,school_bus,10/2/2022
2044,male,group B,some college,free/reduced,completed,59,65,66,< 5,sometimes,yes,3,school_bus,10/3/2022
2045,NULL,group E,associate's degree,free/reduced,none,50,56,54,10-May,regularly,yes,,private,10/4/2022
2046,male,group B,associate's degree,standard,none,65,54,57,10-May,sometimes,,3,,10/5/2022
2047,female,group A,associate's degree,standard,completed,55,65,62,> 10,,no,3,school_bus,10/6/2022
2048,female,group C,high school,standard,none,NULL,71,76,< 5,regularly,no,2,private,10/7/2022
2049,female,group D,associate's degree,free/reduced,completed,57,74,76,> 10,regularly,yes,3,school_bus,10/8/2022
2050,male,group C,high school,standard,completed,82,84,82,10-May,sometimes,yes,2,school_bus,10/9/2022
2051,male,group E,some college,standard,none,53,55,48,> 10,regularly,yes,,private,10/10/2022
2052,male,group E,associate's degree,free/reduced,completed,77,69,68,10-May,sometimes,yes,2,private,10/11/2022
2053,male,group C,some college,standard,none,53,44,42,> 10,sometimes,yes,3,school_bus,10/12/2022
2054,NULL,group D,high school,standard,none,88,78,75,10-May,sometimes,no,2,private,10/13/2022
2055,female,NULL,some high school,free/reduced,completed,71,84,87,> 10,regularly,no,1,private,10/14/2022
2056,female,group C,high school,free/reduced,none,33,41,43,> 10,regularly,yes,3,school_bus,10/15/2022
2057,female,NULL,associate's degree,standard,completed,82,85,86,10-May,sometimes,yes,,school_bus,10/16/2022
2058,male,NULL,associate's degree,standard,none,52,55,49,10-May,sometimes,yes,5,private,10/17/2022
2059,male,group D,some college,standard,completed,58,59,58,10-May,sometimes,yes,0,school_bus,10/18/2022
2060,female,group C,some high school,free/reduced,none,0,17,10,< 5,NULL,yes,1,private,10/19/2022
2061,NULL,group E,bachelor's degree,free/reduced,completed,79,74,72,10-May,sometimes,yes,4,school_bus,10/20/2022
2062,male,group A,some high school,free/reduced,none,39,39,34,10-May,regularly,no,3,school_bus,10/21/2022
2063,male,group A,associate's degree,free/reduced,none,62,61,55,,regularly,no,3,NULL,10/22/2022
2064,female,group C,associate's degree,standard,none,69,80,71,10-May,sometimes,yes,3,school_bus,10/23/2022
2065,female,group D,some high school,standard,none,59,58,59,> 10,sometimes,yes,3,private,10/24/2022
2066,male,NULL,some high school,standard,none,67,64,61,10-May,regularly,yes,1,private,10/25/2022
2067,male,group D,some high school,free/reduced,none,45,37,37,10-May,never,yes,3,school_bus,10/26/2022
2068,female,group C,some college,standard,none,60,72,74,< 5,sometimes,yes,2,private,10/27/2022
2069,male,group B,associate's degree,free/reduced,none,61,58,56,10-May,sometimes,no,,school_bus,10/28/2022
2070,female,group C,associate's degree,standard,none,39,64,57,10-May,sometimes,no,5,school_bus,10/29/2022
2071,female,group D,some college,free/reduced,completed,58,63,73,10-May,regularly,yes,,,NULL
2072,male,group D,some college,standard,completed,63,55,NULL,> 10,sometimes,yes,2,school_bus,10/31/2022
2073,female,group A,associate's degree,free/reduced,none,41,51,48,10-May,never,yes,1,school_bus,11/1/2022
2074,NULL,group C,some high school,free/reduced,none,61,57,56,> 10,regularly,yes,0,private,11/2/2022
2075,male,group C,some high school,standard,none,49,49,41,,sometimes,yes,0,private,11/3/2022
2076,male,group B,associate's degree,free/reduced,none,44,41,38,10-May,sometimes,no,,school_bus,11/4/2022
2077,male,group E,some high school,standard,none,30,26,22,10-May,regularly,yes,0,private,11/5/2022
2078,male,group A,bachelor's degree,standard,completed,80,78,81,10-May,never,,3,private,11/6/2022
2079,female,group D,some high school,standard,completed,61,74,72,10-May,sometimes,yes,0,private,11/7/2022
2080,female,group E,master's degree,standard,none,62,68,68,< 5,sometimes,yes,,school_bus,11/8/2022
2081,female,group B,associate's degree,standard,none,47,49,50,10-May,sometimes,yes,0,private,11/9/2022
2082,male,group B,high school,free/reduced,none,49,45,45,< 5,regularly,yes,3,school_bus,11/10/2022
2083,male,group A,some college,free/reduced,completed,50,47,54,> 10,sometimes,yes,,private,11/11/2022
2084,male,group E,associate's degree,standard,none,72,64,63,10-May,regularly,no,4,,NULL
2085,male,group D,high school,free/reduced,none,42,39,34,< 5,sometimes,no,1,,11/13/2022
2086,female,group C,some college,standard,none,73,80,82,> 10,regularly,no,3,private,11/14/2022
2087,NULL,group C,some college,free/reduced,none,NULL,83,88,10-May,regularly,yes,4,private,11/15/2022
2088,female,group D,associate's degree,standard,none,71,71,74,10-May,regularly,yes,5,school_bus,11/16/2022
2089,female,group A,some college,standard,none,58,70,67,< 5,never,yes,0,school_bus,11/17/2022
2090,female,group D,some high school,standard,none,73,NULL,82,> 10,regularly,yes,2,,11/18/2022
2091,female,group C,bachelor's degree,standard,none,65,72,74,< 5,regularly,yes,3,school_bus,11/19/2022
2092,male,group C,high school,free/reduced,none,27,34,36,10-May,sometimes,no,7,school_bus,11/20/2022
2093,male,group C,high school,standard,none,71,79,71,10-May,sometimes,no,1,private,11/21/2022
2094,NULL,group C,associate's degree,free/reduced,completed,43,45,50,10-May,regularly,yes,NULL,school_bus,11/22/2022
2095,female,group B,some college,standard,none,79,86,92,10-May,regularly,no,3,NULL,11/23/2022
2096,male,group C,associate's degree,free/reduced,completed,78,81,82,> 10,regularly,yes,1,school_bus,11/24/2022
2097,male,group B,some high school,standard,completed,65,66,62,10-May,sometimes,yes,0,school_bus,11/25/2022
2098,female,group E,some college,standard,completed,63,72,70,10-May,sometimes,no,3,private,11/26/2022
2099,female,group D,some college,free/reduced,none,58,67,62,10-May,sometimes,yes,0,school_bus,NULL
2100,female,group D,bachelor's degree,standard,none,65,67,62,10-May,sometimes,yes,2,school_bus,11/28/2022
2101,male,group B,some college,standard,none,79,67,67,10-May,regularly,no,3,school_bus,11/29/2022
2102,male,group D,bachelor's degree,standard,completed,68,74,74,> 10,sometimes,yes,4,school_bus,11/30/2022
2103,female,group D,associate's degree,NULL,none,85,91,89,10-May,regularly,no,6,,12/1/2022
2104,male,group B,high school,standard,completed,60,44,47,10-May,sometimes,yes,0,school_bus,12/2/2022
2105,male,group C,some college,standard,NULL,98,86,90,< 5,never,yes,1,school_bus,12/3/2022
2106,female,group C,some college,standard,NULL,58,67,72,< 5,regularly,yes,3,NULL,12/4/2022
2107,female,group D,master's degree,NULL,none,87,100,100,10-May,sometimes,yes,4,private,12/5/2022
2108,male,NULL,associate's degree,standard,completed,66,63,64,10-May,never,no,1,school_bus,12/6/2022
2109,female,group B,associate's degree,free/reduced,none,52,76,70,10-May,never,no,2,private,12/7/2022
2110,female,group B,some high school,standard,none,70,64,72,> 10,regularly,yes,0,private,12/8/2022
2111,female,group D,associate's degree,free/reduced,completed,77,89,98,10-May,sometimes,no,3,school_bus,12/9/2022
2112,male,group C,high school,standard,none,62,55,49,10-May,never,yes,1,school_bus,12/10/2022
2113,male,group A,associate's degree,standard,none,54,53,47,< 5,sometimes,yes,3,school_bus,12/11/2022
2114,female,group D,some college,standard,none,51,58,54,10-May,regularly,yes,1,,12/12/2022
2115,female,group E,bachelor's degree,standard,completed,99,100,100,,sometimes,no,3,private,12/13/2022
2116,male,group C,high school,standard,none,84,77,74,< 5,regularly,no,3,school_bus,12/14/2022
2117,female,group B,bachelor's degree,NULL,none,75,85,82,> 10,never,yes,2,school_bus,12/15/2022
2118,female,group D,bachelor's degree,standard,none,78,82,79,10-May,,no,3,private,12/16/2022
2119,female,group D,some high school,standard,none,51,63,61,< 5,regularly,no,NULL,school_bus,12/17/2022
2120,female,group C,some college,standard,none,55,69,65,NULL,never,yes,2,private,12/18/2022
2121,female,group C,bachelor's degree,standard,completed,79,92,89,10-May,regularly,yes,0,school_bus,12/19/2022
2122,male,group B,associate's degree,standard,completed,91,89,92,< 5,sometimes,no,1,school_bus,12/20/2022
2123,female,group C,some college,standard,completed,NULL,93,93,< 5,regularly,yes,1,private,12/21/2022
2124,male,group D,high school,free/reduced,none,63,57,56,10-May,NULL,yes,2,school_bus,12/22/2022
2125,male,group E,some college,standard,none,83,80,73,< 5,never,no,6,,12/23/2022
2126,female,group B,high school,standard,none,87,95,86,> 10,sometimes,yes,1,private,12/24/2022
2127,male,group B,some high school,standard,none,72,68,67,< 5,sometimes,yes,1,,12/25/2022
2128,male,group D,some college,standard,completed,65,77,NULL,10-May,sometimes,yes,1,private,12/26/2022
2129,male,group D,master's degree,standard,none,82,82,74,< 5,sometimes,yes,0,school_bus,12/27/2022
2130,female,group A,bachelor's degree,standard,none,51,49,51,10-May,sometimes,yes,1,private,12/28/2022
2131,male,group D,NULL,standard,none,89,84,82,> 10,sometimes,yes,0,private,12/29/2022
2132,male,group C,some high school,free/reduced,completed,53,37,40,10-May,sometimes,no,1,school_bus,12/30/2022
2133,male,group E,some college,free/reduced,completed,87,74,70,10-May,regularly,no,2,private,12/31/2022
2134,female,group C,some college,standard,completed,75,81,84,< 5,regularly,,NULL,private,1/1/2022
2135,male,group D,bachelor's degree,free/reduced,completed,74,NULL,75,NULL,sometimes,no,1,school_bus,1/2/2022
2136,male,group C,bachelor's degree,standard,none,58,55,48,> 10,NULL,yes,3,private,1/3/2022
